classical,american_baroque,dances_and_suites_of_rameau_an,air_gai_suite_from_les_fetes,2,classical/american_baroque/dances_and_suites_of_rameau_an/2-air_gai_suite_from_les_fetes.wav,57578
classical,american_baroque,dances_and_suites_of_rameau_an,gavottes_suite_from_les_fetes,5,classical/american_baroque/dances_and_suites_of_rameau_an/5-gavottes_suite_from_les_fetes.wav,57581
classical,american_baroque,dances_and_suites_of_rameau_an,la_linote_efarouchee_xiveme_o,20,classical/american_baroque/dances_and_suites_of_rameau_an/20-la_linote_efarouchee_xiveme_o.wav,57591
classical,american_baroque,dances_and_suites_of_rameau_an,le_petit_rien_xiveme_ordre_c,25,classical/american_baroque/dances_and_suites_of_rameau_an/25-le_petit_rien_xiveme_ordre_(c.wav,57586
classical,american_baroque,dances_and_suites_of_rameau_an,menuets_1_2_suite_in_d_from,29,classical/american_baroque/dances_and_suites_of_rameau_an/29-menuets_1_2_suite_in_d_from.wav,57565
classical,american_baroque,dances_and_suites_of_rameau_an,overture_suite_from_les_fetes,1,classical/american_baroque/dances_and_suites_of_rameau_an/1-overture_suite_from_les_fetes.wav,57592
classical,american_baroque,dances_and_suites_of_rameau_an,rigaudon_suite_from_les_fetes,6,classical/american_baroque/dances_and_suites_of_rameau_an/6-rigaudon_suite_from_les_fetes.wav,57573
classical,american_baroque,dances_and_suites_of_rameau_an,tambourins_1_2_suite_from_le,9,classical/american_baroque/dances_and_suites_of_rameau_an/9-tambourins_1_2_suite_from_le.wav,57579
classical,american_baroque,four_seasons_by_vivaldi,concerto_no_1_in_d_major_rv_2,3,classical/american_baroque/the_four_seasons_by_vivaldi/3-concerto_no.1_in_d_major_rv_2.wav,57608
classical,american_baroque,four_seasons_by_vivaldi,concerto_no_3_in_f_major_rv_2,7,classical/american_baroque/the_four_seasons_by_vivaldi/7-concerto_no.3_in_f_major_rv_2.wav,57614
classical,american_baroque,four_seasons_by_vivaldi,concerto_no_4_in_g_minor_rv_2,11,classical/american_baroque/the_four_seasons_by_vivaldi/11-concerto_no.4_in_g_minor_rv_2.wav,57613
classical,andreas_haefliger,mozart_piano_sonatas,sonata_in_b_flat_minor_kv_570,9,classical/andreas_haefliger/mozart_piano_sonatas/9-sonata_in_b_flat_minor_kv_570.wav,57694
classical,andreas_haefliger,mozart_piano_sonatas,sonata_in_d_major_kv_576,10,classical/andreas_haefliger/mozart_piano_sonatas/10-sonata_in_d_major_kv_576.wav,57689
classical,andreas_haefliger,mozart_piano_sonatas,sonata_in_f_major_kv_533_494,2,classical/andreas_haefliger/mozart_piano_sonatas/2-sonata_in_f_major_kv_533-494.wav,57692
classical,briddes_roune,lenten_is_come,bryd_by_a_strem,5,classical/briddes_roune/lenten_is_come/5-bryd_by_a_strem.wav,58235
classical,briddes_roune,lenten_is_come,stond_wel_moder_under_roode,1,classical/briddes_roune/lenten_is_come/1-stond_wel_moder_under_roode.wav,58232
classical,brook_street_band,handel_oxford_water_music,corelli_trio_sonata_op_2_no,10,classical/brook_street_band/handel_oxford_water_music/10-corelli_trio_sonata_op._2_no..wav,57920
classical,brook_street_band,handel_oxford_water_music,handel_oxford_water_music_suit,20,classical/brook_street_band/handel_oxford_water_music/20-handel_oxford_water_music_suit.wav,57918
classical,brook_street_band,handel_oxford_water_music,handel_oxford_water_music_suit,24,classical/brook_street_band/handel_oxford_water_music/24-handel_oxford_water_music_suit.wav,57900
classical,brook_street_band,handel_oxford_water_music,handel_trio_sonata_op_2_no_3,28,classical/brook_street_band/handel_oxford_water_music/28-handel_trio_sonata_op._2_no._3.wav,57915
classical,brook_street_band,handel_oxford_water_music,handel_trio_sonata_op_5_no_4,3,classical/brook_street_band/handel_oxford_water_music/3-handel_trio_sonata_op._5_no.4.wav,57921
classical,brook_street_band,handel_oxford_water_music,leclair_premier_recreation_de,7,classical/brook_street_band/handel_oxford_water_music/7-leclair_premier_recreation_de.wav,57902
classical,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,miss_hamilton_cornelius_lyons,25,classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/25-miss_hamilton_(cornelius_lyons.wav,57628
classical,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,rodney_s_glory_trad_arr_ros,21,classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/21-rodney_s_glory_(trad._arr._ros.wav,57626
classical,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_ii_allegro,7,classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/7-sonata_ii_allegro.wav,57617
classical,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_iii_grazioso,12,classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/12-sonata_iii_grazioso.wav,57629
classical,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_iv_minuet,16,classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/16-sonata_iv_minuet.wav,57633
classical,doc_rossi,demarzi_6_sonatas_for_cetra_o_kitara,sonata_v_minuet,20,classical/doc_rossi/demarzi-6_sonatas_for_cetra_o_kitara/20-sonata_v_minuet.wav,57639
classical,dufay_collective,cancionero,al_alva_venid_bue_amigo,24,classical/dufay_collective/cancionero/24-al_alva_venid_bue_amigo.wav,57378
classical,dufay_collective,cancionero,con_amores_mi_madre,3,classical/dufay_collective/cancionero/3-con_amores_mi_madre.wav,57400
classical,dufay_collective,cancionero,dolce_amoroso_focho,18,classical/dufay_collective/cancionero/18-dolce_amoroso_focho.wav,57393
classical,dufay_collective,cancionero,l_amor_dona_ch_io_te_porto,19,classical/dufay_collective/cancionero/19-l_amor_dona_ch_io_te_porto.wav,57396
classical,dufay_collective,cancionero,la_spagna,5,classical/dufay_collective/cancionero/5-la_spagna.wav,57380
classical,dufay_collective,cancionero,o_cuidado_mensagero,23,classical/dufay_collective/cancionero/23-o_cuidado_mensagero.wav,57389
classical,dufay_collective,cancionero,propinan_de_melyor,1,classical/dufay_collective/cancionero/1-propinan_de_melyor.wav,57401
classical,dufay_collective,cancionero,so_ell_enzina_enzina,28,classical/dufay_collective/cancionero/28-so_ell_enzina_enzina.wav,57403
classical,dufay_collective,l_estampida,danea_amorosa_troto,10,classical/dufay_collective/a_l_estampida/10-danea_amorosa_troto.wav,57374
classical,dufay_collective,l_estampida,estampie_real_la_septime,5,classical/dufay_collective/a_l_estampida/5-estampie_real_la_septime.wav,57372
classical,dufay_collective,l_estampida,la_rotta,9,classical/dufay_collective/a_l_estampida/9-la_rotta.wav,57367
classical,edward_martin,art_of_the_lute_in_renaissance,allemande_le_roy,21,classical/edward_martin/art_of_the_lute_in_renaissance/21-allemande_(le_roy).wav,57732
classical,edward_martin,art_of_the_lute_in_renaissance,basse_dance_la_roque_attain,4,classical/edward_martin/art_of_the_lute_in_renaissance/4-basse_dance_la_roque_(attain.wav,57734
classical,edward_martin,art_of_the_lute_in_renaissance,branle_poictou_attaignant,23,classical/edward_martin/art_of_the_lute_in_renaissance/23-branle_poictou_(attaignant).wav,57706
classical,edward_martin,art_of_the_lute_in_renaissance,die_lustelycke_meg_phalese,7,classical/edward_martin/art_of_the_lute_in_renaissance/7-die_lustelycke_meg_(phalese).wav,57725
classical,edward_martin,art_of_the_lute_in_renaissance,fowerth_branle_of_malte_l,36,classical/edward_martin/art_of_the_lute_in_renaissance/36-the_fowerth_branle_of_malte_(l.wav,57730
classical,edward_martin,art_of_the_lute_in_renaissance,haulberroys_attaingnant,33,classical/edward_martin/art_of_the_lute_in_renaissance/33-haulberroys_(attaingnant).wav,57700
classical,edward_martin,art_of_the_lute_in_renaissance,la_tirantine_le_roy,8,classical/edward_martin/art_of_the_lute_in_renaissance/8-la_tirantine_(le_roy).wav,57704
classical,edward_martin,art_of_the_lute_in_renaissance,petite_fantasie_dessus_l_accor,27,classical/edward_martin/art_of_the_lute_in_renaissance/27-petite_fantasie_dessus_l_accor.wav,57719
classical,edward_martin,art_of_the_lute_in_renaissance,quam_pulchra_es_mouton,26,classical/edward_martin/art_of_the_lute_in_renaissance/26-quam_pulchra_es_(mouton).wav,57717
classical,edward_martin,baroque_lute_duets,duets_for_2_lutes_in_a_minor_a,5,classical/edward_martin/baroque_lute_duets/5-duets_for_2_lutes_in_a_minor_a.wav,57756
classical,edward_martin,baroque_lute_duets,sonata_in_c_major_weiss_al,2,classical/edward_martin/baroque_lute_duets/2-sonata_in_c_major_(weiss)_-_al.wav,57757
classical,edward_martin,baroque_lute_duets,suite_for_2_lutes_in_bb_baron,10,classical/edward_martin/baroque_lute_duets/10-suite_for_2_lutes_in_bb_(baron.wav,57758
classical,edward_martin,luis_milan_el_maestro,fantasia_1,1,classical/edward_martin/luis_milan_-_el_maestro/1-fantasia_1.wav,57740
classical,edward_martin,luis_milan_el_maestro,fantasia_2,2,classical/edward_martin/luis_milan_-_el_maestro/2-fantasia_2.wav,57742
classical,edward_martin,luis_milan_el_maestro,fantasia_6,6,classical/edward_martin/luis_milan_-_el_maestro/6-fantasia_6.wav,57746
classical,edward_martin,virtues_and_vices,ben_che_l_ciel,15,classical/edward_martin/virtues_and_vices/15-ben_che_l_ciel.wav,57776
classical,edward_martin,virtues_and_vices,come_again_sweet_love_doth_now_invite_john_dowloand,1,classical/edward_martin/virtues_and_vices/1-come_again_sweet_love_doth_now_invite(john_dowloand).wav,57762
classical,edward_martin,virtues_and_vices,enfin_la_beaute_que_j_adore_e,22,classical/edward_martin/virtues_and_vices/22-enfin_la_beaute_que_j_adore_(e.wav,57781
classical,edward_martin,virtues_and_vices,in_darkness_let_me_dwell_john_dowland,3,classical/edward_martin/virtues_and_vices/3-in_darkness_let_me_dwell_(john_dowland).wav,57764
classical,edward_martin,virtues_and_vices,ostinato_vo_seguire_trombocino,14,classical/edward_martin/virtues_and_vices/14-ostinato_vo_seguire_(trombocino).wav,57769
classical,edward_martin,virtues_and_vices,tant_que_vivray_claudin_de_se,6,classical/edward_martin/virtues_and_vices/6-tant_que_vivray_(claudin_de_se.wav,57779
classical,elizabeth_wolff,moments_musicaux,moritz_moszkowski_3_moments,9,classical/elizabeth_wolff/moments_musicaux/9-moritz_moszkowski_-_3_moments.wav,57504
classical,elizabeth_wolff,moments_musicaux,moritz_moszkowski_4_moments,13,classical/elizabeth_wolff/moments_musicaux/13-moritz_moszkowski_-_4_moments.wav,57512
classical,elizabeth_wolff,moments_musicaux,sergei_rachmaninoff_6_moment,4,classical/elizabeth_wolff/moments_musicaux/4-sergei_rachmaninoff_-_6_moment.wav,57503
classical,english_concert_with_trevor_pinnock,handel_tamerlano_act_i,tamerlano_act_i_track_10,10,classical/the_english_concert_with_trevor_pinnock/handel_tamerlano_act_i/10-tamerlano_act_i_track_10.wav,58334
classical,english_concert_with_trevor_pinnock,handel_tamerlano_act_i,tamerlano_act_i_track_14,14,classical/the_english_concert_with_trevor_pinnock/handel_tamerlano_act_i/14-tamerlano_act_i_track_14.wav,58347
